"","rep.0..days.","rep.0..days."
"121",28770.2689295985,20426.5370483676
"122",28709.7966564774,20455.5038510284
"123",29096.5251985231,20465.1364562972
"124",29551.2574162232,20476.5544003051
"125",29372.0244852815,20487.4815417213
"126",28892.133081283,20484.5763953808
"127",29470.0019066065,20250.478576746
"128",29397.7943755817,20265.3040125622
"129",29394.4053283179,20309.9041034557
"130",29362.0587385733,20279.3815994094
"131",29372.7921830078,20299.7456720739
"132",29464.0671675607,20252.3842741759
"133",29455.074921164,20262.0363806163
"134",29390.6137513125,20253.0121439965
"135",29376.1271578037,20224.1813500673
"136",29323.782334368,20226.0817957589
"137",29321.6292356772,20248.6314733982
"138",29296.4318367501,20265.3647429381
"139",29295.9060949,20285.8030014149
"140",29307.7905555446,20279.5065050069
"141",29308.784483604,20251.2710640183
"142",29328.6036718571,20291.8326816337
"143",29304.2658602218,20305.242377334
"144",29303.1627633601,20309.0755999854
"145",29294.856053165,20283.1000935219
"146",29306.9901124968,20269.258976888
"147",29339.8394999797,20336.6354182948
"148",29330.3450907437,20268.8763608181
"149",29342.8153838078,20306.9805282742
"150",29344.3259994969,20350.7710021993
"151",29357.8271008523,20330.3882793014
"152",29390.4767915397,20334.5485052984
"153",29378.4966920793,20334.1235873767
"154",29401.3535725234,20311.7198037973
"155",29427.6143183088,20305.4419538825
"156",29494.201633942,20256.887832895
"157",29421.1388213253,20250.7606399825
"158",29500.3299320658,20256.6436378557
"159",29497.433618881,20239.1468241936
"160",29390.612149006,20220.9936269667
"161",29392.3996815981,20230.3147615759
"162",29346.9017259064,20223.2915432439
"163",29396.1538020931,20206.1721500866
"164",29361.7286004157,20236.6953623569
"165",29398.9227460809,20241.6347136228
"166",29379.3439253299,20213.6463882828
"167",29435.8605124943,20196.3811958481
"168",29464.3116782465,20188.0135056327
"169",29547.2358480204,20197.281532621
"170",29397.2488583621,20231.6390644033
"171",29437.406259919,20222.7398964793
"172",29520.6871950629,20221.8779170583
"173",29661.2343882312,20271.632200835
"174",29666.1383322021,20274.5479649158
"175",30032.9609981392,20300.0466663445
"176",30352.4303699571,20314.7938794492
"177",30349.359249404,20292.7718527807
