"","rep.0..days.","rep.0..days."
"231",28630.3583589063,19180.3547394838
"232",28632.8920304993,19182.0521237547
"233",28635.425926312,19183.7496582372
"234",28637.9600463643,19185.4473429446
"235",28640.494390676,19187.1451778904
"236",28643.028959267,19188.8431630877
"237",28645.5637521572,19190.5412985499
"238",28648.0987693663,19192.2395842902
"239",28650.6340109142,19193.938020322
"240",28653.1694768209,19195.6366066586
"241",28655.705167106,19197.3353433132
"242",28658.2410817896,19199.0342302991
"243",28660.7772208914,19200.7332676298
"244",28663.3135844313,19202.4324553184
"245",28665.8501724292,19204.1317933783
"246",28668.386984905,19205.8312818228
"247",28670.9240218784,19207.5309206651
"248",28673.4612833694,19209.2307099187
"249",28675.9987693979,19210.9306495968
"250",28678.5364799836,19212.6307397127
"251",28681.0744151466,19214.3309802798
"252",31573.5530639699,18220.8841577689
"253",31576.3471964597,18222.4966327513
"254",31579.1415762191,18224.1092504311
"255",31581.9362032698,18225.7220108212
"256",31584.7310776338,18227.3349139341
"257",31587.5261993329,18228.9479597824
"258",31590.321568389,18230.5611483788
"259",31593.1171848241,18232.1744797359
"260",31595.91304866,18233.7879538663
"261",31598.7091599186,18235.4015707827
"262",31601.5055186218,18237.0153304978
"263",31604.3021247915,18238.629233024
"264",31607.0989784496,18240.2432783742
"265",31609.896079618,18241.8574665608
"266",31612.6934283186,18243.4717975967
"267",31615.4910245733,18245.0862714943
"268",31618.2888684041,18246.7008882664
"269",31621.0869598327,18248.3156479256
"270",31623.8852988812,18249.9305504845
"271",31626.6838855715,18251.5455959558
"272",31629.4827199254,18253.1607843521
"273",31632.2818019649,18254.7761156861
"274",31635.081131712,18256.3915899704
"275",31637.8807091884,18258.0072072177
"276",31640.6805344162,18259.6229674407
"277",31643.4806074173,18261.2388706519
"278",31646.2809282136,18262.8549168641
"279",31649.081496827,18264.4711060898
"280",31651.8823132794,18266.0874383418
"281",31654.6833775929,18267.7039136327
"282",31657.4846897893,18269.3205319752
"283",31660.2862498905,18270.9372933819
"284",31663.0880579186,18272.5541978655
"285",31665.8901138954,18274.1712454386
"286",31668.6924178429,18275.7884361139
"287",31671.494969783,18277.4057699041
"288",31674.2977697377,18279.0232468219
"289",31677.100817729,18280.6408668798
"290",31679.9041137787,18282.2586300906
"291",31682.7076579088,18283.876536467
"292",31685.5114501413,18285.4945860215
"293",31688.3154904981,18287.112778767
"294",31691.1197790013,18288.731114716
"295",31693.9243156727,18290.3495938812
"296",31696.7291005343,18291.9682162753
"297",31699.5341336081,18293.586981911
"298",31702.3394149161,18295.2058908009
"299",31705.1449444801,18296.8249429578
"300",31707.9507223223,18298.4441383943
"301",31710.7567484645,18300.063477123
"302",31713.5630229287,18301.6829591567
"303",31716.369545737,18303.3025845081
"304",31719.1763169112,18304.9223531898
"305",31721.9833364734,18306.5422652145
"306",31724.7906044456,18308.1623205949
"307",31727.5981208496,18309.7825193438
"308",31730.4058857076,18311.4028614736
"309",31733.2138990415,18313.0233469973
"310",31736.0221608733,18314.6439759274
"311",31738.8306712249,18316.2647482766
"312",31741.6394301184,18317.8856640577
"313",31744.4484375758,18319.5067232833
"314",31747.2576936191,18321.1279259661
"315",31750.0671982702,18322.7492721189
"316",31752.8769515512,18324.3707617542
"317",31755.686953484,18325.9923948849
"318",31758.4972040908,18327.6141715236
"319",31761.3077033934,18329.236091683
"320",31764.1184514139,18330.8581553758
"321",31766.9294481742,18332.4803626147
"322",31769.7406936965,18334.1027134124
"323",31772.5521880028,18335.7252077817
"324",31775.3639311149,18337.3478457352
"325",31778.1759230551,18338.9706272856
"326",31780.9881638452,18340.5935524457
"327",31783.8006535073,18342.2166212281
"328",31786.6133920634,18343.8398336456
"329",31789.4263795356,18345.4631897108
"330",31792.2396159458,18347.0866894366
"331",31795.0531013162,18348.7103328355
"332",31797.8668356687,18350.3341199203
"333",31800.6808190254,18351.9580507038
"334",31803.4950514083,18353.5821251986
"335",31806.3095328395,18355.2063434175
"336",31809.1242633409,18356.8307053732
"337",31811.9392429347,18358.4552110783
"338",31814.7544716429,18360.0798605457
"339",31817.5699494874,18361.7046537881
"340",31820.3856764905,18363.3295908181
"341",31823.201652674,18364.9546716484
"342",31826.0178780602,18366.579896292
"343",31828.8343526709,18368.2052647613
"344",31831.6510765283,18369.8307770692
"345",31834.4680496545,18371.4564332285
"346",31837.2852720715,18373.0822332517
"347",31840.1027438013,18374.7081771518
"348",31842.920464866,18376.3342649413
"349",31845.7384352877,18377.9604966331
"350",31848.5566550885,18379.5868722398
"351",31851.3751242904,18381.2133917742
"352",31854.1938429155,18382.8400552491
"353",31857.0128109858,18384.4668626771
"354",31859.8320285235,18386.0938140711
"355",31862.6514955506,18387.7209094437
"356",31865.4712120892,18389.3481488077
"357",31868.2911781614,18390.9755321759
"358",31871.1113937892,18392.6030595609
"359",31873.9318589948,18394.2307309756
"360",31876.7525738002,18395.8585464326
"361",31879.5735382275,18397.4865059448
"362",31882.3947522988,18399.1146095248
"363",31885.2162160362,18400.7428571855
"364",31888.0379294619,18402.3712489395
"365",31890.8598925978,18403.9997847997
"366",31893.6821054661,18405.6284647787
"367",31896.5045680889,18407.2572888894
"368",31899.3272804883,18408.8862571444
"369",31902.1502426864,18410.5153695566
"370",31904.9734547053,18412.1446261387
"371",31907.7969165671,18413.7740269034
"372",31910.6206282939,18415.4035718635
"373",31913.4445899079,18417.0332610319
"374",31916.2688014311,18418.6630944211
"375",31919.0932628856,18420.2930720441
"376",31921.9179742937,18421.9231939135
"377",31924.7429356774,18423.5534600422
"378",30568.847601172,17430.0366569005
"379",30571.5528212683,17431.579145059
"380",30574.2582807657,17433.1217697214
"381",30576.9639796854,17434.6645309
"382",30579.6699180485,17436.2074286067
"383",30582.3760958763,17437.7504628537
"384",30585.08251319,17439.293633653
"385",30587.7891700107,17440.8369410167
"386",30590.4960663597,17442.3803849569
"387",30593.2032022581,17443.9239654857
"388",30595.9105777272,17445.4676826151
"389",30598.618192788,17447.0115363573
"390",30601.326047462,17448.5555267244
"391",30604.0341417702,17450.0996537284
"392",30606.7424757338,17451.6439173814
"393",30609.4510493741,17453.1883176956
"394",30612.1598627123,17454.732854683
