"","rep.0..days.","rep.0..days."
"353",33711.6436816114,20051.0574385846
"354",33714.4629033757,20052.9597136919
"355",33717.2824100736,20054.5151346098
"356",33720.1021664997,20055.8771360444
"357",33722.9221729541,20057.7476071832
"358",33725.742429094,20061.162435771
"359",33728.562934254,20062.7072583206
"360",33731.3836895644,20064.8491231106
"361",33734.2046936601,20066.5309963391
"362",33737.0259478632,20067.6681412722
"363",33739.8474518874,20068.0804430522
"364",33742.6692054625,20069.8829251758
"365",33745.4912088255,20072.3127990816
"366",33748.3134619261,20073.2101458826
"367",33751.1359647848,20075.7857502927
"368",33753.9587174237,20079.5938061038
"369",33756.7817198648,20081.8984947993
"370",33759.6049721303,20083.8274268047
"371",33762.4284742423,20085.3175558311
"372",33765.2522262228,20087.4594293726
"373",33768.0762280941,20089.0407084837
"374",33770.9004798781,20090.9152842948
"375",33773.7249815971,20092.734157589
"376",33776.5497332731,20094.8371878811
"377",33779.3747349283,20096.597326222
"378",33633.9289746045,19913.5880522748
"379",33617.5197830903,20005.5926976128
"380",33557.6322370462,19943.3587011865
"381",33488.7883869417,19971.0766518713
"382",33489.4476578023,19994.5962183251
"383",33511.7486241486,19964.0043698654
"384",33467.9483032518,19978.0897633552
"385",33458.6422534206,19933.1782522007
"386",33445.2787070431,19946.8256605402
"387",33430.3620367952,19958.7394385841
"388",33453.4700925735,19897.2292867453
"389",33449.7730114368,19905.5372422685
"390",33436.6743616964,19888.6581383874
"391",33430.0790029381,19886.1595883729
"392",33432.0293130859,19825.9794948468
"393",33443.994429253,19834.4493574642
"394",33432.2565229161,19801.4947684901
"395",33451.4562815619,19800.4305175801
"396",33434.8449037504,19789.944029118
"397",33432.9850845871,19790.6140596224
"398",33453.4717000063,19825.7035221967
"399",33441.8465580803,19800.9317248704
"400",33442.7668446632,19776.2464727093
"401",33469.2599927044,19766.3963224609
"402",33463.9818372759,19707.7728231967
"403",33479.852348903,19689.7002818505
"404",33466.0827228773,19713.1682275595
"405",33472.2248629893,19696.9618396149
"406",33462.6138937451,19710.4909594537
"407",33467.2096302463,19708.6515249421
"408",33468.182328364,19711.4401272961
"409",33476.4496718442,19752.8249884311
"410",33482.9617610018,19761.1412817074
"411",33499.8757002702,19751.3021566919
"412",33494.4817123279,19781.4828589169
"413",33512.0880965775,19860.3848805718
"414",33501.6539578347,19845.018060808
"415",33483.4869114719,19796.2619112025
"416",33477.6617257623,19755.2194770581
"417",33471.9237755165,19771.2118839299
"418",33477.3212665352,19723.5563972914
"419",33476.1045531953,19726.1766308629
"420",33477.0741001074,19755.720324895
"421",33482.1622393278,19731.8869962587
"422",33485.1645321106,19710.2586599492
"423",33481.2779684148,19709.4370083718
"424",33481.0172732567,19695.7143931467
"425",33484.2928848682,19677.2385792325
"426",33487.6688358467,19673.7740772416
"427",33488.6240320258,19654.3997081152
"428",33491.624247629,19649.45227017
"429",33498.0113290141,19618.5792937803
"430",33500.496895201,19615.8288056908
"431",33507.5896453788,19608.4893876247
"432",33505.1046359304,19605.2297917783
"433",33507.870137607,19602.0530038
"434",33516.7237706543,19598.4303263498
"435",33517.98426258,19596.5007248423
"436",33515.8951437521,19595.1483007453
"437",33515.2347897137,19588.7072016235
"438",33516.5434940684,19590.2740759056
"439",33519.0113516935,19581.2806608223
"440",33522.2700328653,19580.8151583699
"441",33524.1317394003,19579.8724132004
"442",33525.6394441346,19579.2864720068
"443",33528.0558975017,19578.9200398882
"444",33530.7737460041,19576.474390833
"445",33533.0733089634,19577.4267409926
"446",33535.5765996839,19580.0257219883
"447",33538.2896807926,19578.9395493632
"448",33541.0318079633,19580.7997227225
"449",33543.5022355438,19583.4408950179
"450",33546.3942328824,19583.4462990477
"451",33549.3845414953,19585.5237241052
"452",33552.6972179853,19586.8306291156
"453",33554.6909660251,19589.4612598683
"454",33557.4608076057,19605.8904313476
"455",33560.5384018283,19610.841437159
"456",33562.7759618665,19608.58751648
"457",33565.5416838018,19630.640696119
"458",33568.00175944,19631.3021897509
"459",33570.5859271041,19620.3370562227
"460",33573.2827783297,19608.7219542406
"461",33575.9585163422,19603.6831080798
"462",33578.693332476,19606.2734442085
"463",33581.400193781,19603.8571280528
"464",33584.1079013996,19607.270020137
"465",33586.8320373498,19606.7059302191
"466",33589.5573478465,19607.0141269339
"467",33592.2850714288,19608.9212739458
"468",33595.0130641877,19611.720736728
"469",33597.7333731002,19611.9728175002
"470",33600.463013898,19614.9732305011
"471",33603.1869886051,19620.6860053222
"472",33605.9172961995,19617.2953388298
"473",33608.6921333387,19619.8080804723
"474",33611.3752510465,19618.9750612694
"475",33614.0984599753,19619.4764671876
"476",33616.825532067,19620.249147283
"477",33619.5535890844,19621.7111063643
"478",33622.2825593164,19623.2668108276
"479",33625.0118676408,19624.7067440979
"480",33627.7414982422,19626.2195770432
"481",33630.4714849561,19627.7279028538
"482",33633.2013353773,19629.2440578501
"483",33635.931353328,19630.7916294966
"484",33638.661795406,19632.3700066348
"485",33641.3925581381,19634.1029316488
"486",33644.1235548539,19635.5069266701
"487",33646.8548015907,19636.9933534705
"488",33649.5862760788,19638.6504453137
"489",33652.3179999964,19640.1402299816
"490",33655.0499352714,19641.6573826547
"491",33657.7821352859,19643.2791313684
"492",33660.5145823898,19644.7602230039
"493",33663.2472717768,19646.2989900555
"494",33665.9802030218,19647.8542664892
"495",33668.7133761266,19649.4125667894
"496",33671.4467911069,19650.9711701537
"497",33674.1804479835,19652.5299273042
"498",33676.9143467777,19654.0888271767
"499",33679.6484875109,19655.6478647525
"500",33682.3828702046,19657.2070406419
"501",33685.1174948802,19658.7663545713
"502",33687.8523615591,19660.3258064938
"503",33690.5874702627,19661.8853964215
"504",33693.3228210124,19663.4451243667
"505",33696.0584138296,19665.0049903415
