"","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days.","rep.0..days."
"226",30456.634852887,30460.4480398913,29875.9552066959,32464.4517474686,34344.4495737124
"227",30457.9837868278,30573.7169171384,29898.0835823466,32464.4983222442,34348.2530052281
"228",30462.4705511767,30535.3681809006,29854.098872225,32462.2838253154,34346.0485191061
"229",30463.3679792305,30777.2898434137,29849.778378385,32461.9507429233,34346.3647689039
"230",30458.452775361,30531.3831953838,29867.9137463835,32462.5500533158,34346.5594908531
"231",30463.7854197358,30551.8840164251,29876.8547936326,32461.7991718966,34349.143483794
"232",30462.3748197295,30570.261995035,29887.0174500312,32464.338899367,34346.6072285139
"233",30459.6041333658,30633.2597337947,29851.7430651522,32466.5584450674,34349.4772844859
"234",30465.4719541778,30864.4482922942,29896.6264853637,32468.5001726384,34350.3547539405
"235",30466.6314766305,30682.424029482,29884.1166390242,32471.8132477675,34353.3029593237
"236",30458.7313334907,30733.3815296257,29907.0522775049,32476.5965121805,34352.4733543435
"237",30453.9990904757,30774.463544249,29928.8390512825,32470.6500987367,34352.3806564851
"238",30458.8742350257,30713.0043865712,29904.4333784113,32468.1839613987,34352.3717318295
"239",30460.2098327026,30475.3380595726,29967.2213105181,32467.2339841304,34351.9324045432
"240",30461.5328610413,30429.3845177877,30004.1455483991,32467.8533956912,34352.1701763097
"241",30448.4973658152,30413.9865625483,29976.9635519319,32474.292361944,34352.7857687407
"242",30459.8646378678,29941.9349414466,29962.2952865905,32474.6895800976,34352.5855704909
"243",30460.2463463742,29903.6308479187,29960.3378139667,32476.9609359501,34355.3359465206
"244",30463.3906708695,29855.6648541049,29885.9987080483,32476.1387574487,34354.2111889256
"245",30463.6848176182,30066.8827952449,29946.5397963236,32470.51899078,34355.4090182438
"246",30473.31250317,30019.060102661,30004.2060355453,32472.5930435879,34358.1882485483
"247",30472.1791373634,30187.4328083871,29978.2482135121,32470.6171654658,34357.5254453528
"248",30467.6233807447,30074.4599118689,30028.5245675564,32471.7553712581,34360.2730705634
"249",30470.4044184547,30213.7846451462,30037.7707670688,32472.2015885274,34360.7234077093
"250",30468.8630147818,30894.7486671506,30141.709369499,32473.6169542144,34360.5623149412
"251",30478.9527345515,30977.8452179544,30169.5741654389,32472.2480588078,34361.2464382493
"252",30484.9039125311,31025.1474503461,30177.2748557748,32473.9329171748,34360.905121318
"253",30272.8106549097,31198.6879491501,29885.1837346371,32348.3661095429,34224.6836401105
"254",30141.3353511684,31180.6721403432,29923.1794772892,32417.7529017646,34214.0591527887
"255",30079.90084567,31192.2293367719,29925.2050325602,32431.4501525093,34197.1176989746
"256",30161.751897796,31159.9258344686,30024.2456945955,32405.616440082,34234.2332297429
"257",30136.1304997505,31182.5256583527,29918.5105494464,32482.9612830177,34212.2010545327
"258",30243.7135786658,31206.574314264,29916.0475339227,32463.1782160923,34136.1289327308
"259",30271.533254168,31279.48573632,30002.9561251051,32510.3820497627,34205.1825538754
