"","x"
"420",-0.0288241716573414
"421",0.0407577169256117
"422",-0.0346744039236652
"423",-0.0265124101395072
"424",0.157127361502748
"425",-0.0346744039236652
"426",-0.0226214182611302
"427",-0.002908361733863
"428",-0.0346744039236652
"429",0.0370841950205931
"430",0.0713014294861758
"431",-0.00498806540336705
"432",0.149496347281316
"433",-0.0346744039236652
"434",-0.0346744039236652
"435",0.0439892788582634
"436",0.294940968317542
"437",0.103674608235885
"438",0.051030839597253
"439",0.0298072071271611
"440",0.0756963897896403
"441",-0.0346744039236652
"442",0.0803225673286196
"443",-0.0346744039236652
"444",0.0775579249093075
"445",0.152219718118282
"446",0.102884158850714
"447",-0.00270334993167309
"448",-0.0346744039236652
"449",0.0481087732637315
"450",-0.0346744039236652
"451",-0.029801236481936
"452",-0.0346744039236652
"453",0.170649266407096
"454",-0.0287255437772866
"455",-0.0346744039236652
"456",-0.0346744039236652
"457",-0.0346744039236652
"458",0.106359013530159
"459",-0.0280185066899166
"460",-0.0346744039236652
"461",0.0430571009712832
"462",0.146273145856526
"463",0.117688709255748
"464",-0.0179257811511482
"465",0.0134015922759321
"466",0.085190898369701
"467",0.0985657763682071
"468",0.137893888915765
"469",-0.00860664495026475
"470",-0.0346744039236652
"471",0.014269013616367
"472",0.243146151214328
"473",-0.0346744039236652
"474",-0.0346744039236652
"475",-0.0346744039236652
"476",0.0165512664966299
"477",0.129781928347446
"478",0.1058020690769
"479",0.102229066478292
"480",0.111406216311021
"481",0.0755811514543219
"482",0.0815431313815551
"483",0.184383202858452
"484",0.0660530579243708
"485",0.026944230222911
"486",-0.0317534131540639
"487",-0.028021438785889
"488",0.136384585161604
"489",-0.0346744039236652
"490",-0.0346744039236652
"491",-0.0346744039236652
"492",0.0406084284342272
"493",-0.0346744039236652
"494",0.0431410987719791
"495",-0.0346744039236652
"496",0.09191181046838
"497",-0.0346744039236652
"498",0.0436998365878611
"499",0.0295838765454801
"500",0.0297439307924143
"501",0.00796726442335149
"502",0.0944565439238725
"503",0.151544584048095
"504",0.0421704384020583
"505",0.0356591738114724
"506",0.0804902425362697
"507",0.161903381853655
"508",-0.0346744039236652
"509",-0.0308256384818618
"510",0.0474801064991563
"511",0.0194504004090084
"512",-0.0346744039236652
"513",0.0205163938325919
"514",0.13753555440589
"515",0.0324493708172524
"516",0.00806383812725486
"517",0.180676933127305
"518",-0.0125375192069611
"519",-0.010232603857557
"520",0.174364112896279
"521",-0.0346744039236652
"522",-0.0346744039236652
"523",-0.0346744039236652
"524",-0.0346744039236652
"525",0.178226505542954
"526",-0.0346744039236652
"527",0.124571653809503
"528",-0.0346744039236652
"529",-0.0265303569717905
"530",-0.0346744039236652
"531",-0.0175963426359769
"532",-0.0346744039236652
"533",-0.0346744039236652
"534",-0.0334481069890374
"535",0.28167660358728
"536",0.0431736481243636
"537",-0.0346744039236652
"538",-0.0346744039236652
"539",0.0746127653387878
"540",-0.0346744039236652
"541",0.0969654241005291
"542",0.0512637249056915
"543",-0.0346744039236652
"544",0.109955646071227
"545",0.00630809291526058
"546",-0.0346744039236652
"547",0.0388865132029703
"548",0.106277681513921
"549",-0.0130070703387597
"550",-0.00344254368713626
"551",-0.0346744039236652
"552",0.231624770994689
"553",0.0158249899345793
"554",-0.0337681862072329
"555",-0.0346744039236652
"556",0.0306358147430572
"557",-0.00787499427207417
"558",-0.0346744039236652
"559",0.021306857772917
"560",0.0261626956662597
"561",-0.0346744039236652
"562",0.0167640812514254
"563",-0.0346744039236652
"564",0.145603995991753
"565",-0.0346744039236652
"566",0.0672818845188337
"567",0.1705203488506
"568",0.0991648623993848
"569",-0.0346744039236652
"570",-0.0179564069377754
"571",0.181298549516223
"572",-0.0346744039236652
"573",0.247353024654036
"574",-0.0346744039236652
"575",-0.0346744039236652
"576",-0.00810993129635584
"577",0.172335147407576
"578",0.157932765853646
"579",0.108691845766352
"580",0.0295490586855096
"581",-0.00105882219900377
"582",-0.0346744039236652
"583",-0.0346744039236652
"584",0.0479036416799117
"585",-0.0346744039236652
"586",-0.0346744039236652
"587",0.0883014511760682
"588",-0.0346744039236652
"589",-0.0346744039236652
"590",-0.0158716579395011
"591",0.0419402101164525
"592",-0.00511805744205196
"593",-0.0346744039236652
"594",-0.00290915084219845
"595",0.174246353828156
"596",-0.0346744039236652
"597",0.0286013817902389
"598",-0.0346744039236652
"599",0.000406539624559388
"600",0.212696506444912
"601",0.153123342459789
"602",-0.0332334244902145
"603",-0.0346744039236652
"604",-0.0346744039236652
"605",-0.0346744039236652
"606",-0.0294459295589212
"607",-0.0346744039236652
"608",0.0685798888877092
"609",-0.0346744039236652
"610",-0.0346744039236652
"611",0.0188783322455908
"612",0.0321591310962983
"613",-0.0308946746226265
"614",0.0927311098619512
"615",-0.0346744039236652
"616",-0.0346744039236652
"617",0.112563404202931
"618",0.0416074430497198
"619",-0.0346744039236652
"620",0.184941044728945
"621",0.13830002440418
"622",-0.0346744039236652
"623",0.0695092430906854
"624",-0.0346744039236652
"625",-0.0346744039236652
"626",-0.0346744039236652
"627",-0.0346744039236652
"628",-0.0346744039236652
"629",-0.00303686986201301
"630",0.0787633772041716
"631",-0.0346744039236652
"632",0.154645770677361
"633",0.144047207094862
"634",-0.0346744039236652
"635",-0.0346744039236652
"636",0.126435670230003
"637",0.0188394462512806
"638",-0.00643108366689671
"639",0.0725975098398797
"640",0.161354111366198
"641",0.0367309153516731
"642",-0.0346744039236652
"643",0.287479868152891
"644",0.0677407402181118
"645",0.139159622352443
"646",0.00250917236792936
"647",-0.0192059532503331
"648",0.0966055354203474
"649",0.00737661652333843
"650",0.102037295023415
"651",-0.0346744039236652
"652",0.10057638487361
"653",-0.0346744039236652
"654",-0.0346744039236652
"655",-0.0346744039236652
"656",-0.0346744039236652
"657",-0.00254745282696334
"658",0.0173339761993927
"659",0.0516907070131116
"660",-0.0346744039236652
"661",0.0340152075617939
"662",0.0820943737786317
"663",0.0993215399227805
"664",0.121535042759779
"665",-0.00521174152962334
"666",-0.0346744039236652
"667",0.10035559750312
"668",0.0523573183729316
"669",0.0837077449234855
"670",-0.0346744039236652
"671",0.0862515479208628
"672",0.0533438120633052
"673",-0.0346744039236652
"674",0.0636043607663375
"675",-0.0346744039236652
"676",0.0852749742568424
"677",0.0143915642296872
"678",-0.0346744039236652
"679",0.0895736113470529
"680",-0.033281775432349
"681",0.0732926587356837
"682",0.0683738961745577
"683",-0.0346744039236652
"684",-0.0346744039236652
"685",0.0411875061018123
"686",-0.0346744039236652
"687",-0.0346744039236652
"688",-0.0346744039236652
"689",0.0229892849003452
"690",-0.0265877986602057
"691",-0.0346744039236652
"692",-0.0346744039236652
"693",-0.0221408270044823
"694",-0.0346744039236652
"695",-0.0346744039236652
"696",-0.0346744039236652
"697",-0.0346744039236652
"698",0.2260165937643
"699",-0.00713033805629637
"700",-0.00538111619844805
"701",-0.0346744039236652
"702",0.106457840721193
"703",-0.00811822288285635
"704",0.0675168539083717
"705",0.0065997665226043
"706",0.0657994392421113
"707",-0.0115476724001315
"708",-0.0346744039236652
"709",-0.0346744039236652
"710",-0.0346744039236652
"711",0.00382396581928446
"712",0.0305341012154903
"713",0.0142893655886187
"714",-0.0346744039236652
"715",0.138952931493966
"716",-0.0346744039236652
"717",0.229645294881896
"718",-0.0346744039236652
"719",-0.00606405316305891
"720",-0.0346744039236652
"721",0.0185830198787309
"722",0.103199093457724
"723",-0.0046876407794193
"724",-0.0196527555580029
"725",-0.0346744039236652
"726",0.101188648070526
"727",-0.0346744039236652
"728",-0.0346744039236652
"729",-0.0344965037292994
"730",-0.0346744039236652
"731",-0.0346744039236652
"732",-0.0252228281909449
"733",-0.0346744039236652
"734",0.00753708242579765
"735",-0.0346744039236652
"736",0.112260852968842
"737",-0.0346744039236652
"738",-0.0346744039236652
"739",0.0832124293336798
"740",-0.0346744039236652
"741",0.105835453256156
"742",0.159564591494021
"743",-0.0346744039236652
"744",-0.0346744039236652
"745",-0.0112566970441662
"746",-0.0155376192667792
"747",0.00563985989911653
"748",-0.0346744039236652
"749",-0.00290837954793577
"750",-0.0172455810976956
"751",0.0365960359760542
"752",0.106916359612792
"753",-0.0346744039236652
"754",-0.0346744039236652
"755",0.129251177165377
"756",-0.0346744039236652
"757",-0.0346744039236652
"758",-0.0262359234177258
"759",-0.0346744039236652
"760",-0.0346744039236652
"761",-0.0346744039236652
"762",0.150106929321723
"763",-0.0293926127496019
"764",-0.0346744039236652
"765",0.0627951928983526
"766",-0.0346744039236652
"767",-0.0337989353032414
"768",-0.00853945214657315
"769",-0.0218124927777343
"770",0.0291576243172689
"771",-0.0346744039236652
"772",-0.0346744039236652
"773",-0.0346744039236652
"774",-0.0346744039236652
"775",-0.0346744039236652
"776",-0.0346744039236652
"777",0.0115104070659249
"778",0.138900650745022
"779",-0.0346744039236652
"780",-0.0346744039236652
"781",-0.0346743959474289
"782",-0.0346744039236652
"783",0.0143142949028949
"784",0.206760292336478
"785",-0.0346744039236652
"786",-0.0346744039236652
"787",0.0417520955586537
"788",0.0461743771495984
"789",-0.0079306648765054
"790",-0.0346744039236652
"791",-0.0346744039236652
"792",-0.0346744039236652
"793",0.0192796753946611
"794",0.039620770561124
"795",-0.0346744039236652
"796",-0.0346744039236652
"797",-0.0346744039236652
"798",-0.0346744039236652
"799",0.0105273845336673
"800",-0.0346744039236652
"801",-0.0346744039236652
"802",-0.0346744039236652
"803",0.098963562482745
"804",0.0351104969911884
"805",0.149519054682415
"806",-0.0346744039236652
"807",0.14884429066632
"808",-0.0346744039236652
"809",0.0362346908164546
"810",-0.0346744039236652
"811",0.0348364740117182
"812",0.081056335283175
"813",-0.0293132137750161
"814",0.128477574782865
"815",-0.0346744039236652
"816",-0.0301604628720724
"817",0.0111719655325975
"818",0.0147360808955257
"819",0.0481321111680191
"820",0.123462540316135
"821",0.0890816625810604
"822",-0.0346744039236652
"823",-0.0346744039236652
"824",-0.0298134496125723
"825",-0.0346744039236652
"826",-0.0346744039236652
"827",0.0197236073743885
"828",-0.0346744039236652
"829",-0.0346744039236652
"830",-0.0201390526824521
"831",-0.0311776095655664
"832",-0.0346744039236652
"833",-0.0246786295552299
"834",-0.00361465623684598
"835",-0.0346744039236652
"836",0.0327303253475406
"837",-0.0346744039236652
"838",0.112878700145352
"839",-0.0346744039236652
"840",0.105982104079851
"841",-0.0346744039236652
"842",-0.0346744039236652
"843",-0.0346744039236652
"844",-0.0346744039236652
"845",-0.0346744039236652
"846",-0.0346744039236652
"847",-0.0346744039236652
"848",-0.0346744039236652
"849",-0.0346744039236652
"850",0.0467169754641976
"851",0.111470826721105
"852",0.0130407157695183
"853",-0.0346744039236652
"854",-0.0346744039236652
"855",-0.0346744039236652
"856",0.087852681001513
"857",-0.0346744039236652
"858",0.100860369853152
"859",-0.0346744039236652
"860",-0.0201829338638584
"861",0.104384016772347
"862",-0.00672929536563305
"863",0.0641370530066783
"864",0.0872839621233639
"865",0.0154631078181786
"866",-0.0141205896649336
"867",0.0660956181030765
"868",0.0283406079589108
"869",-0.0281155036843995
"870",-0.0346744039236652
"871",0.189166633427734
"872",-0.0346744039236652
"873",0.0767107839045309
"874",0.0276621054056028
"875",-0.0346744039236652
"876",0.21836721457197
"877",-0.0346744039236652
"878",0.112797155371957
"879",-0.0346744039236652
"880",-0.0346744039236652
"881",0.221918237290522
"882",0.184609484567062
"883",-0.0179546650058066
"884",-0.0346744039236652
"885",0.0784685092419619
"886",0.150517431907144
"887",0.0164563878752817
"888",0.204135457658943
"889",0.02925287702393
"890",-0.0346744039236652
"891",0.0877959206733816
"892",0.016068031382376
"893",-0.0346744039236652
"894",0.0922982208375431
"895",-0.0346744039236652
"896",0.0459984610124491
"897",-0.0346744039236652
"898",-0.0346744039236652
"899",0.106958219057095
"900",-0.0346744039236652
"901",-0.0346744039236652
"902",0.31100731302311
"903",0.123730795649854
"904",-0.0346744039236652
"905",-0.0346744039236652
"906",-0.021173777029097
"907",-0.0346744039236652
"908",0.0687922868421573
"909",-0.0346744039236652
"910",0.0792259953333385
"911",0.0352275722247244
"912",0.0384675143363258
"913",-0.0281623043987911
"914",0.083001883557503
"915",0.0370680728372241
"916",-0.0346744039236652
"917",-0.0346744039236652
"918",0.0340969448004127
"919",-0.0346744039236652
"920",-0.0346744039236652
"921",0.133799416929617
"922",0.0410123131915332
"923",-0.0346744039236652
"924",-0.0346744039236652
"925",-0.025584946543673
"926",0.0723134089788506
"927",-0.0346744039236652
"928",0.0631261119300286
"929",-0.000551406729503268
"930",0.0296550713190569
"931",-0.0346744039236652
"932",-0.0346744039236652
"933",0.0624623108340048
"934",0.0128262587231085
"935",0.00936501611254204
"936",-0.0346744039236652
"937",-0.0346744039236652
"938",0.204446479090063
"939",-0.0346744039236652
"940",-0.0346744039236652
"941",0.026474152948889
"942",-0.0346744039236652
"943",-0.0346744039236652
"944",-0.0346744039236652
"945",0.00301994199064759
"946",0.0225551739100613
"947",-0.0346744039236652
"948",0.233401429402393
"949",0.19406277594303
"950",0.0428103919564313
"951",0.0694296127393894
"952",0.192591939046641
"953",0.256289605590336
"954",-0.018750473873971
"955",0.073296320045608
"956",-0.0346744039236652
"957",-0.0346744039236652
"958",0.301566717845915
"959",0.140807797719596
"960",-0.00573732823223205
"961",-0.0164950885696965
"962",-0.0346744039236652
"963",-0.0346744039236652
"964",-0.0192260440664936
"965",0.213663094974537
"966",-0.0346744039236652
"967",-0.0346744039236652
"968",-0.00239339767406943
"969",-0.00139612521365329
"970",0.00358174833150771
"971",0.0425890732004672
"972",0.213903979518174
"973",0.133676912732188
"974",0.00623661830307132
"975",-0.0346744039236652
"976",0.0749961407562858
"977",-0.0346744039236652
"978",0.0967653270725761
"979",0.0492978027437079
"980",-0.0346744039236652
"981",-0.00244564980273443
"982",0.0295456382287478
"983",-0.0346744039236652
"984",0.0505091912428792
"985",0.0831570847477106
"986",-0.0160477806159208
"987",-0.0346744039236652
"988",-0.0180737500963222
"989",0.0689723416037913
"990",-0.00807380894668619
"991",0.0255148844409956
"992",-0.0346744039236652
"993",-0.00290835275978418
"994",0.00790450103310936
"995",-0.0346744039236652
"996",0.019021055994201
"997",0.0922316526363012
"998",0.0636938595450101
"999",-0.0346744039236652
"1000",-0.0346744039236652
"1001",-0.0346744039236652
"1002",0.113023499821929
"1003",0.0274124579612347
"1004",0.0182501412919589
"1005",0.0385916428279565
"1006",-0.0346744039236652
"1007",-0.031762673722629
"1008",-0.0346744039236652
"1009",-0.0308045040328193
"1010",0.102368104945559
"1011",-0.0346744039236652
"1012",-0.0327646053941193
"1013",0.000515789168877179
"1014",-0.0011669064423484
"1015",0.0366958990564612
"1016",0.0220602313129081
"1017",-0.0241821831996464
"1018",0.210860886478952
"1019",0.188475964232187
"1020",-0.0346744039236652
"1021",-0.0249638481518014
"1022",-0.0346744039236652
"1023",0.211452756638439
"1024",-0.0346744039236652
"1025",0.00458077218508102
"1026",-0.0346744039236652
"1027",0.0556035860501662
"1028",-0.0323019004596997
"1029",-0.0328413784706096
"1030",-0.0346744039236652
"1031",-0.0346744039236652
"1032",0.112423549649734
"1033",0.0066296514343136
"1034",-0.0346744039236652
"1035",0.244684160921962
"1036",-0.0346744039236652
"1037",0.128199816528324
"1038",-0.0346744039236652
"1039",-0.0346744039236652
"1040",0.204712958067294
"1041",-0.0346744039236652
"1042",0.133182738705456
"1043",-0.0346744039236652
"1044",0.0305374748062424
"1045",-0.0346744039236652
"1046",0.0312858254949719
"1047",-0.0346744039236652
"1048",0.206853070792775
"1049",0.197955579955665
"1050",0.0278085483673218
"1051",-0.0177821010285117
"1052",0.168407451016482
"1053",0.212378979546004
"1054",0.0641906183638923
"1055",0.0695065023439942
"1056",-0.0288861536776356
"1057",0.139423666227485
"1058",-0.0346744039236652
"1059",-0.0346744039236652
"1060",0.0728334444290804
"1061",-0.0346744039236652
"1062",-0.0346744039236652
"1063",-0.00617696291639835
"1064",-0.0346744039236652
"1065",-0.0346744039236652
"1066",-0.0346744039236652
"1067",-0.0346744039236652
"1068",0.00347145193565823
"1069",0.096160098224608
"1070",-0.0346744039236652
"1071",-0.0346744039236652
"1072",0.00648982024376266
"1073",0.0512082489722216
"1074",-0.0346744039236652
"1075",-0.0346744039236652
"1076",-0.0346744039236652
"1077",0.106178924209468
"1078",0.0660285187284761
"1079",0.156952229771555
"1080",0.0238118683277815
"1081",0.113050356881217
"1082",-0.0179786195134435
"1083",-0.0346744039236652
"1084",0.0518257574935936
"1085",-0.0346744039236652
"1086",-0.0346744039236652
"1087",0.0220020009961344
"1088",0.0129777522170231
"1089",-0.017887013653468
"1090",-0.0141722784798027
"1091",-0.0346744039236652
"1092",-0.0100991319715038
"1093",-0.0346744039236652
"1094",-0.0303306542613271
"1095",0.060997268561936
"1096",-0.0346744039236652
"1097",-0.0346744039236652
"1098",-0.0346744039236652
"1099",0.161039835106058
"1100",0.0776102508178262
"1101",0.0254220148602906
"1102",-0.0346744039236652
"1103",-0.00409430201020189
"1104",0.0492622335713628
"1105",-0.0346744039236652
"1106",0.0196827221951932
"1107",-0.0346744039236652
"1108",0.051122822991182
"1109",-0.0346744039236652
"1110",0.0506228774690138
"1111",-0.0346744039236652
"1112",-0.0346744039236652
"1113",0.0899580100249198
"1114",-0.0346725699555894
"1115",0.0591658544373121
"1116",-0.0346744039236652
"1117",-0.0346744039236652
"1118",0.00285177937486569
"1119",-0.0234592283998342
"1120",0.0160334999700091
"1121",0.0685684984238424
"1122",-0.0240622000994014
"1123",-0.00560217235447458
"1124",-0.0346744039236652
