"","x"
"1",-0.0346744039236652
"2",-0.0346744039236652
"3",-0.0346744039236652
"4",0.0835853486791009
"5",0.103472560877048
"6",-0.0346744039236652
"7",-0.00290835615003993
"8",0.144324053717724
"9",-0.0211005440867984
"10",-0.0346744039236652
"11",-0.0164748204072597
"12",0.142346872692142
"13",0.165568923528889
"14",-0.0346744039236652
"15",0.083344236201929
"16",0.135661779416056
"17",0.168271188345363
"18",-0.0346744039236652
"19",-0.0346744039236652
"20",0.157124859844945
"21",-0.028989052102158
"22",-0.0346744039236652
"23",-0.0282060104843205
"24",-0.0346744039236652
"25",0.00911446069808131
"26",-0.0303431692533005
"27",0.038379974985729
"28",0.17597854171188
"29",0.227480813283808
"30",-0.0346744039236652
"31",-0.0346744039236652
"32",0.0452707736948341
"33",0.0503598222053385
"34",0.0537944372788788
"35",-0.0346744039236652
"36",0.00628429199426028
"37",0.100369919606133
"38",-0.0346744039236652
"39",-0.0346744039236652
"40",0.138445592463468
"41",-0.0346744039236652
"42",0.0243670530254037
"43",-0.0346744039236652
"44",-0.0254856925026921
"45",-0.0346744039236652
"46",-0.0346744039236652
"47",-0.0346744039236652
"48",0.0856518888353768
"49",-0.0346744039236652
"50",-0.027655860188093
"51",0.118062772189934
"52",0.257936768289604
"53",-0.00316181166887652
"54",0.11438251167666
"55",0.0657288228436914
"56",0.00991826866419188
"57",0.00746682595965353
"58",0.030066518422766
"59",-0.0346744039236652
"60",-0.00290840827148231
"61",-0.0346744039236652
"62",0.260145764576759
"63",0.00690620490883243
"64",-0.0346744039236652
"65",0.1123726452206
"66",-0.0346744039236652
"67",-0.0346744039236652
"68",0.0360727105471905
"69",0.155643827919552
"70",-0.0346744039236652
"71",0.108108250673179
"72",-0.00356513989789187
"73",0.0239300381275989
"74",-0.0346744039236652
"75",-0.0346744039236652
"76",0.251449709114439
"77",0.033014461433446
"78",0.115282102522029
"79",-0.0346744039236652
"80",-0.0346744039236652
"81",-0.0346744039236652
"82",-0.000478790730914391
"83",-0.0346744039236652
"84",-0.0346744039236652
"85",-0.0346744039236652
"86",-0.0346744039236652
"87",-0.0346744039236652
"88",-0.0301643440886036
"89",-0.0346744039236652
"90",-0.0346744039236652
"91",-0.0346744039236652
"92",0.0162618653237834
"93",-0.00896189257552582
"94",-0.0168616447407021
"95",-0.0346744039236652
"96",0.0432050169667457
"97",0.040270519193947
"98",0.0610679254430155
"99",0.0713797740732443
"100",0.086587282654943
"101",0.0254144186187564
"102",0.0326110865413669
"103",-0.0346744039236652
"104",0.079305338133016
"105",-0.0220651416029888
"106",0.0602549334891935
"107",0.0437443238543818
"108",0.0922296019056807
"109",0.100313791038867
"110",-0.0235049536325479
"111",-0.0346744039236652
"112",0.0313893978155237
"113",-0.00220176374648418
"114",0.000626255906085449
"115",0.0250751098626554
"116",-0.0346744039236652
"117",-0.0346744039236652
"118",0.021416673724
"119",-0.0346744039236652
"120",-0.0346744039236652
"121",0.0427119174551283
"122",0.0681013984277961
"123",-0.0267682350946714
"124",-0.0346744039236652
"125",-0.0266470691204007
"126",0.016930273250336
"127",-0.0240364500532608
"128",-0.0346744039236652
"129",-0.0296223043979792
"130",-0.0346744039236652
"131",-0.0346744039236652
"132",0.0392369710014902
"133",0.185374289449936
"134",-0.0346744039236652
"135",0.0326363845825934
"136",-0.0346744039236652
"137",-0.0346744039236652
"138",2.01154916878998e-06
"139",0.197409037524237
"140",0.0295683822703716
"141",-0.0346744039236652
"142",-0.0346744039236652
"143",0.128156124521449
"144",0.05311343840972
"145",0.144089069293283
"146",0.0490028266441236
"147",0.0974250322402583
"148",0.285380085033525
"149",0.148847601338639
"150",0.0749960049114471
"151",0.0708621458511511
"152",-0.0346744039236652
"153",-0.00527311163217981
"154",0.0465790256850716
"155",0.0237457344326264
"156",-0.0346744039236652
"157",-0.0221710292838408
"158",-0.00602760316185091
"159",0.155115938365797
"160",-0.0346744039236652
"161",-0.00986306086789968
"162",0.0341257984102106
"163",0.0641609911477843
"164",0.0602187269812569
"165",-0.0337471511185798
"166",-0.0346744039236652
"167",0.165026353747528
"168",0.13089498696582
"169",0.0954827298661227
"170",-0.0346744039236652
"171",0.192001943659145
"172",-0.00290881443685909
"173",-0.0346744039236652
"174",0.0683954574845334
"175",0.0469729277101256
"176",0.125545284691931
"177",0.175267971633302
"178",0.139207301011274
"179",-0.0346744039236652
"180",-0.0346744039236652
"181",0.0413854945568048
"182",0.0111726004859063
"183",-0.0346744039236652
"184",0.0308310136743477
"185",-0.013430981412737
"186",-0.0170050098597198
"187",0.229509191595644
"188",0.190509434430513
"189",-0.0346744039236652
"190",0.0944075206913741
"191",0.00772370542290957
"192",0.0450264235884332
"193",-0.0346744039236652
"194",0.20924492057991
"195",-0.0346744039236652
"196",-0.0346744039236652
"197",0.0305013925617545
"198",-0.0346744039236652
"199",-0.0346744039236652
"200",0.0494498101872809
"201",0.0526778652189261
"202",-0.0346744039236652
"203",-0.0346744039236652
"204",-0.0346744039236652
"205",-0.0346744039236652
"206",-0.0346744039236652
"207",-0.0346744039236652
"208",0.0476145942626061
"209",-0.0346744039236652
"210",0.00791866959534171
"211",0.0294993651325859
"212",0.168791815305732
"213",0.0602592087364404
"214",-0.0116348012920632
"215",-0.0346744039236652
"216",0.0400540368258517
"217",-0.0346744039236652
"218",-0.0346744039236652
"219",-0.0346744039236652
"220",-0.0346744039236652
"221",-0.000113640011476401
"222",-0.0346744039236652
"223",-0.0346744039236652
"224",-0.0346744039236652
"225",0.0286868323249949
"226",-0.0346744039236652
"227",-0.0346744039236652
"228",0.0457023150398537
"229",-0.0346744039236652
"230",-0.0346744039236652
"231",-0.0346744039236652
"232",0.0263298097249551
"233",0.116102895897553
"234",0.072533904336302
"235",0.122596808100919
"236",0.0232855776891292
"237",0.0599779504776015
"238",0.18225574416334
"239",-0.0346744039236652
"240",0.00653136339617144
"241",0.0540096687588461
"242",0.0791733164675055
"243",0.132788875295608
"244",0.0784573045446424
"245",-0.0346744039236652
"246",-0.0346744039236652
"247",-0.0346744039236652
"248",0.182278201625828
"249",-0.0320207508728904
"250",0.156388986182565
"251",-0.0346744039236652
"252",0.0940674596765005
"253",0.0535129078868217
"254",-0.0346744039236652
"255",0.0561124237934618
"256",-0.0346744039236652
"257",-0.0346744039236652
"258",-0.0346744039236652
"259",-0.0346744039236652
"260",0.0706835930789123
"261",-0.0198627636748643
"262",0.00978825313921705
"263",-0.0346744039236652
"264",0.0883855507892928
"265",0.179405084579002
"266",-0.0346744039236652
"267",-0.0346744039236652
"268",0.0714360987723752
"269",-0.0346744039236652
"270",0.14995005497634
"271",0.0607892689215497
"272",0.0841270234783034
"273",-0.00707304537476683
"274",0.0145526710071691
"275",0.0525584189781831
"276",0.0635561134170672
"277",-0.0346744039236652
"278",-0.0346744039236652
"279",0.155774175133002
"280",0.27309934561499
"281",0.126230244193346
"282",-0.0346744039236652
"283",0.170880342772719
"284",-0.0346744039236652
"285",0.15815092159595
"286",-0.0346744039236652
"287",0.0955229186280291
"288",-0.0346744039236652
"289",-0.0213903316109435
"290",-0.0346744039236652
"291",-0.0346744039236652
"292",-0.0346744039236652
"293",0.0316975714079
"294",-0.0346744039236652
"295",0.0767416124772224
"296",-0.0346744039236652
"297",-0.0346744039236652
"298",0.24102779928136
"299",-0.0346744039236652
"300",0.0202101850864342
"301",0.179835078991884
"302",0.0926743606675164
"303",-0.0346744039236652
"304",0.115615746438693
"305",0.0169449010963945
"306",-0.00729271231636919
"307",-0.0182694442120166
"308",0.0904116077209811
"309",-0.00227518713663222
"310",-0.0346744039236652
"311",0.0349215777170442
"312",0.0488159424696395
"313",0.20228263966703
"314",-0.0346744039236652
"315",0.0938696936986159
"316",-0.0285173154927451
"317",-0.0346744039236652
"318",0.0242637540426012
"319",0.0532853532656257
"320",0.0567869665247875
"321",0.0239830421749938
"322",-0.0346744039236652
"323",-0.0346744039236652
"324",-0.0346744039236652
"325",0.0874547853040979
"326",-0.00250501718032969
"327",0.133562451830747
"328",0.105663694709635
"329",0.154989280210127
"330",0.0193029179120254
"331",-0.0346744039236652
"332",0.0785324960572173
"333",0.055672460540291
"334",-0.0346744039236652
"335",-0.0346744039236652
"336",-0.0346744039236652
"337",-0.0346744039236652
"338",-0.0346744039236652
"339",-0.0346744039236652
"340",0.0164274524927777
"341",0.0411613796142389
"342",-0.0346744039236652
"343",-0.0138344850441695
"344",0.138010516349469
"345",0.148456846908347
"346",-0.0219239104958476
"347",-0.0346744039236652
"348",0.160204382024627
"349",-0.0346744039236652
"350",-0.0346744039236652
"351",-0.0346744039236652
"352",-0.0346744039236652
"353",-0.0346744039236652
"354",0.102605548586177
"355",0.0037842058588351
"356",-0.024429860363409
"357",0.125033156532358
"358",0.0642384682358563
"359",0.105905962008397
"360",-0.0346744039236652
"361",-0.0346744039236652
"362",0.0186666236905486
"363",0.0975598612477186
"364",-0.0346744039236652
"365",0.0406412899128905
"366",0.0118230340667476
"367",-0.0343023983023137
"368",-0.0346744039236652
"369",-0.0305398173206217
"370",0.0837151400400975
"371",-0.0346744039236652
"372",0.128016142504132
"373",-0.0346744039236652
"374",0.195508657262475
"375",-0.0346744039236652
"376",0.0157607601398266
"377",-0.0346744039236652
"378",0.275062525179848
"379",-0.00298030252137804
"380",-0.0346744039236652
"381",-0.0346744039236652
"382",-0.0279756202932391
"383",0.191701578830834
"384",-0.0346744039236652
"385",-0.0346744039236652
"386",-0.0346744039236652
"387",-0.0346744039236652
"388",-0.0346744039236652
"389",0.207721619446203
"390",-0.0346744039236652
"391",-0.0346744039236652
"392",0.0103721658995917
"393",-0.0346744039236652
"394",-0.0346744039236652
"395",-0.0346744039236652
"396",0.0391326760436668
"397",-0.0346744039236652
"398",-0.0306189161813114
"399",-0.0346744039236652
"400",0.092029669956059
"401",0.0196498775276575
"402",0.222192562820211
"403",-0.0346744039236652
"404",-0.0346744039236652
"405",-0.0346744039236652
"406",-0.00652564172341097
"407",-0.000232461194886846
"408",-0.0346744039236652
"409",0.180673557741177
"410",0.103605914059979
"411",0.129604491844114
"412",-0.0346744039236652
"413",-0.00170274891249433
"414",0.112696194380083
"415",-0.0301986530304263
"416",0.0204257646991581
"417",0.105106924195614
"418",-0.0346744039236652
"419",-0.0346744039236652
